startstationname,endstationname,value,source,target
Greenwich St & Hubert St,South End Ave & Liberty St,851,685,337
Greenwich St & Hubert St,Vesey Pl & River Terrace,2451,685,116
Greenwich St & Hubert St,West St & Chambers St,964,685,206
Greenwich St & N Moore St,Centre St & Chambers St,305,118,171
Greenwich St & N Moore St,Greenwich St & N Moore St,470,118,118
Greenwich St & N Moore St,Greenwich St & Warren St,1306,118,13
Greenwich St & N Moore St,Hudson St & Reade St,663,118,12
Greenwich St & N Moore St,Lispenard St & Broadway,363,118,57
Greenwich St & N Moore St,Murray St & West St,392,118,98
Greenwich St & N Moore St,South End Ave & Liberty St,444,118,337
Greenwich St & N Moore St,Vesey Pl & River Terrace,1489,118,116
Greenwich St & N Moore St,West St & Chambers St,425,118,206
Greenwich St & N Moore St,West Thames St,297,118,151
Greenwich St & North Moore St,Barclay St & Church St,446,119,199
Greenwich St & North Moore St,Greenwich St & North Moore St,370,119,119
Greenwich St & North Moore St,Greenwich St & Warren St,686,119,13
Greenwich St & North Moore St,Hudson St & Reade St,321,119,12
Greenwich St & North Moore St,Little West St & 1 Pl,205,119,329
Greenwich St & North Moore St,Murray St & West St,208,119,98
Greenwich St & North Moore St,South End Ave & Liberty St,397,119,337
Greenwich St & North Moore St,Vesey Pl & River Terrace,798,119,116
Greenwich St & North Moore St,West St & Chambers St,308,119,206
Greenwich St & North Moore St,West Thames St,221,119,151
Greenwich St & W Houston St,12 Ave & W 40 St,3370,135,292
Greenwich St & W Houston St,8 Ave & W 31 St,4394,135,299
Greenwich St & W Houston St,Bank St & Hudson St,2278,135,134
Greenwich St & W Houston St,Carmine St & 6 Ave,2749,135,156
Greenwich St & W Houston St,Christopher St & Greenwich St,4389,135,146
Greenwich St & W Houston St,Greenwich St & W Houston St,2479,135,135
Greenwich St & W Houston St,South End Ave & Liberty St,3879,135,337
Greenwich St & W Houston St,Vesey Pl & River Terrace,3816,135,116
Greenwich St & W Houston St,Watts St & Greenwich St,2558,135,117
Greenwich St & W Houston St,West St & Chambers St,6296,135,206
Greenwich St & Warren St,Bayard St & Baxter St,749,13,143
Greenwich St & Warren St,Centre St & Chambers St,2724,13,171
Greenwich St & Warren St,Greenwich St & N Moore St,724,13,118
Greenwich St & Warren St,Leonard St & Church St,1212,13,109
Greenwich St & Warren St,Little West St & 1 Pl,1268,13,329
Greenwich St & Warren St,South End Ave & Liberty St,2231,13,337
Greenwich St & Warren St,Spruce St & Nassau St,933,13,31
Greenwich St & Warren St,Vesey Pl & River Terrace,811,13,116
Greenwich St & Warren St,Watts St & Greenwich St,859,13,117
Greenwich St & Warren St,West Thames St,1715,13,151
Halsey St & Tompkins Ave,Greene Ave & Nostrand Ave,286,350,357
Halsey St & Tompkins Ave,Greene Ave & Throop Ave,384,350,356
Halsey St & Tompkins Ave,Halsey St & Tompkins Ave,694,350,350
Halsey St & Tompkins Ave,Hancock St & Bedford Ave,299,350,215
Halsey St & Tompkins Ave,Lefferts Pl & Franklin Ave,275,350,180
Halsey St & Tompkins Ave,Lewis Ave & Madison St,382,350,354
Halsey St & Tompkins Ave,Macon St & Nostrand Ave,4273,350,216
Halsey St & Tompkins Ave,Marcus Garvey Blvd & Macon St,355,350,349
Halsey St & Tompkins Ave,Monroe St & Tompkins Ave,253,350,504
Halsey St & Tompkins Ave,Verona Pl & Fulton St,605,350,513
Hancock St & Bedford Ave,DeKalb Ave & Skillman St,447,215,192
Hancock St & Bedford Ave,Fulton St & Washington Ave,266,215,168
Hancock St & Bedford Ave,Greene Ave & Nostrand Ave,362,215,357
Hancock St & Bedford Ave,Halsey St & Tompkins Ave,483,215,350
Hancock St & Bedford Ave,Hancock St & Bedford Ave,608,215,215
Hancock St & Bedford Ave,Kent Ave & N 7 St,348,215,339
Hancock St & Bedford Ave,Kosciuszko St & Nostrand Ave,323,215,358
Hancock St & Bedford Ave,Macon St & Nostrand Ave,669,215,216
Hancock St & Bedford Ave,Marcus Garvey Blvd & Macon St,314,215,349
Hancock St & Bedford Ave,Monroe St & Bedford Ave,665,215,132
Handlebar @ Gowanus,Handlebar @ Gowanus,1,343,343
Handlebar @ Gowanus,NYCBS Depot - GOW,1,343,682
Hanson Pl & Ashland Pl,Adelphi St & Myrtle Ave,1713,678,69
Hanson Pl & Ashland Pl,Clermont Ave & Lafayette Ave,2044,678,202
Hanson Pl & Ashland Pl,Clinton Ave & Myrtle Ave,2013,678,154
Hanson Pl & Ashland Pl,Cumberland St & Lafayette Ave,2220,678,198
Hanson Pl & Ashland Pl,Duffield St & Willoughby St,2251,678,174
Hanson Pl & Ashland Pl,Fulton St & Clermont Ave,2569,678,181
Hanson Pl & Ashland Pl,Johnson St & Gold St,1713,678,61
Hanson Pl & Ashland Pl,Lawrence St & Willoughby St,2863,678,112
Hanson Pl & Ashland Pl,Washington Ave & Greene Ave,2339,678,71
Hanson Pl & Ashland Pl,Willoughby Ave & Hall St,2130,678,44
Hanson Pl & St Felix St,Adelphi St & Myrtle Ave,410,487,69
Hanson Pl & St Felix St,Clermont Ave & Lafayette Ave,569,487,202
Hanson Pl & St Felix St,Clinton Ave & Myrtle Ave,559,487,154
Hanson Pl & St Felix St,Cumberland St & Lafayette Ave,457,487,198
Hanson Pl & St Felix St,Duffield St & Willoughby St,1006,487,174
Hanson Pl & St Felix St,Fulton St & Clermont Ave,602,487,181
Hanson Pl & St Felix St,Fulton St & Washington Ave,386,487,168
Hanson Pl & St Felix St,Lawrence St & Willoughby St,592,487,112
Hanson Pl & St Felix St,State St & Smith St,412,487,99
Hanson Pl & St Felix St,Washington Ave & Greene Ave,539,487,71
Harrison St & Hudson St,Barclay St & Church St,1277,48,199
Harrison St & Hudson St,Barrow St & Hudson St,826,48,7
Harrison St & Hudson St,Centre St & Chambers St,1646,48,171
Harrison St & Hudson St,Franklin St & W Broadway,1006,48,1
Harrison St & Hudson St,Harrison St & Hudson St,1182,48,48
Harrison St & Hudson St,Hudson St & Reade St,1312,48,12
Harrison St & Hudson St,Lispenard St & Broadway,1049,48,57
Harrison St & Hudson St,Pershing Square North,716,48,297
Harrison St & Hudson St,South End Ave & Liberty St,1099,48,337
Harrison St & Hudson St,Vesey Pl & River Terrace,2065,48,116
Henry St & Atlantic Ave,Atlantic Ave & Furman St,904,18,182
Henry St & Atlantic Ave,Bergen St & Smith St,1231,18,658
Henry St & Atlantic Ave,Cadman Plaza West & Montague St,937,18,104
Henry St & Atlantic Ave,Clark St & Henry St,2834,18,175
Henry St & Atlantic Ave,Clinton St & Joralemon St,2264,18,10
Henry St & Atlantic Ave,Fulton St & Adams St,1032,18,688
Henry St & Atlantic Ave,Henry St & Atlantic Ave,949,18,18
Henry St & Atlantic Ave,Henry St & Degraw St,1609,18,564
Henry St & Atlantic Ave,Hicks St & Montague St,1789,18,189
Henry St & Atlantic Ave,Old Fulton St,1649,18,29
Henry St & Bay St,Carroll St & Smith St,94,580,631
Henry St & Bay St,Clinton St & 4 Place,117,580,646
Henry St & Bay St,Clinton St & Centre St,94,580,576
Henry St & Bay St,Henry St & Bay St,273,580,580
Henry St & Bay St,Pioneer St & Richards St,77,580,591
Henry St & Bay St,Pioneer St & Van Brunt St,96,580,593
Henry St & Bay St,Richards St & Delavan St,119,580,642
Henry St & Bay St,Smith St & 3 St,103,580,633
Henry St & Bay St,Smith St & 9 St,444,580,648
Henry St & Bay St,Van Brunt St & Wolcott St,187,580,596
Henry St & Degraw St,Bergen St & Smith St,2516,564,658
Henry St & Degraw St,Carroll St & Smith St,2829,564,631
Henry St & Degraw St,Clark St & Henry St,669,564,175
Henry St & Degraw St,Clinton St & Joralemon St,3819,564,10
Henry St & Degraw St,Congress St & Clinton St,908,564,657
Henry St & Degraw St,Court St & State St,1215,564,652
Henry St & Degraw St,Degraw St & Smith St,878,564,579
Henry St & Degraw St,Henry St & Degraw St,721,564,564
Henry St & Degraw St,Schermerhorn St & Court St,1155,564,505
Henry St & Degraw St,Warren St & Court St,1329,564,547
Henry St & Grand St,Allen St & Hester St,1563,280,149
Henry St & Grand St,Canal St & Rutgers St,8711,280,96
Henry St & Grand St,Clinton St & Grand St,2809,280,138
Henry St & Grand St,Division St & Bowery,1959,280,85
Henry St & Grand St,Forsyth St & Broome St,3300,280,310
Henry St & Grand St,Forsyth St & Canal St,1483,280,195
Henry St & Grand St,Henry St & Grand St,1983,280,280
Henry St & Grand St,Norfolk St & Broome St,6250,280,100
Henry St & Grand St,Peck Slip & Front St,1408,280,74
Henry St & Grand St,Pike St & E Broadway,1475,280,84
Henry St & Poplar St,Atlantic Ave & Furman St,606,190,182
Henry St & Poplar St,Cadman Plaza E & Red Cross Pl,1587,190,110
Henry St & Poplar St,Centre St & Chambers St,1860,190,171
Henry St & Poplar St,Clark St & Henry St,864,190,175
Henry St & Poplar St,Court St & State St,810,190,652
Henry St & Poplar St,Front St & Washington St,739,190,322
Henry St & Poplar St,Henry St & Atlantic Ave,999,190,18
Henry St & Poplar St,Henry St & Poplar St,639,190,190
Henry St & Poplar St,Hicks St & Montague St,1376,190,189
Henry St & Poplar St,Old Fulton St,2094,190,29
Henry St & W 9 St,Bond St & Fulton St,151,644,494
Henry St & W 9 St,Carroll St & Smith St,91,644,631
Henry St & W 9 St,Hanson Pl & Ashland Pl,102,644,678
Henry St & W 9 St,Henry St & W 9 St,156,644,644
Henry St & W 9 St,Pioneer St & Richards St,108,644,591
Henry St & W 9 St,Pioneer St & Van Brunt St,265,644,593
Henry St & W 9 St,Schermerhorn St & Court St,141,644,505
Henry St & W 9 St,Smith St & 3 St,253,644,633
Henry St & W 9 St,Smith St & 9 St,506,644,648
Henry St & W 9 St,Van Brunt St & Wolcott St,92,644,596
Henry St & W 9 St (OLD),Bergen St & Smith St,3,891,658
Henry St & W 9 St (OLD),Bond St & Fulton St,4,891,494
Henry St & W 9 St (OLD),Carroll St & Columbia St,11,891,638
Henry St & W 9 St (OLD),Columbia St & W 9 St,4,891,643
Henry St & W 9 St (OLD),Douglass St & 4 Ave,2,891,668
Henry St & W 9 St (OLD),Pioneer St & Richards St,2,891,591
Henry St & W 9 St (OLD),Pioneer St & Van Brunt St,5,891,593
Henry St & W 9 St (OLD),Schermerhorn St & Court St,5,891,505
Henry St & W 9 St (OLD),Smith St & 3 St,7,891,633
Henry St & W 9 St (OLD),Smith St & 9 St,19,891,648
Henry St & W 9 St [old],6 Ave & 9 St,7,645,553
Henry St & W 9 St [old],Carroll St & Smith St,10,645,631
Henry St & W 9 St [old],Degraw St & Smith St,5,645,579
Henry St & W 9 St [old],Pioneer St & Richards St,6,645,591
Henry St & W 9 St [old],Pioneer St & Van Brunt St,9,645,593
Henry St & W 9 St [old],Schermerhorn St & Court St,30,645,505
Henry St & W 9 St [old],Smith St & 9 St,14,645,648
Henry St & W 9 St [old],South St & Gouverneur Ln,7,645,105
Henry St & W 9 St [old],Van Brunt St & Wolcott St,5,645,596
Henry St & W 9 St [old],Van Dyke St & Van Brunt St,4,645,872
Hicks St & Montague St,Clark St & Henry St,5153,189,175
Hicks St & Montague St,Columbia Heights & Cranberry St,1850,189,28
Hicks St & Montague St,Court St & State St,2234,189,652
Hicks St & Montague St,Front St & Washington St,1664,189,322
Hicks St & Montague St,Fulton St & Adams St,1149,189,688
Hicks St & Montague St,Henry St & Atlantic Ave,2392,189,18
Hicks St & Montague St,Henry St & Poplar St,1828,189,190
Hicks St & Montague St,Hicks St & Montague St,1785,189,189
Hicks St & Montague St,Old Fulton St,2339,189,29
Hicks St & Montague St,Schermerhorn St & Court St,1053,189,505
Hope St & Union Ave,Hope St & Union Ave,903,384,384
Hope St & Union Ave,Kent Ave & N 7 St,927,384,339
Hope St & Union Ave,Metropolitan Ave & Bedford Ave,2241,384,318
Hope St & Union Ave,N 12 St & Bedford Ave,801,384,403
Hope St & Union Ave,N 6 St & Bedford Ave,993,384,395
Hope St & Union Ave,N 8 St & Driggs Ave,738,384,392
Hope St & Union Ave,S 4 St & Wythe Ave,819,384,237
Hope St & Union Ave,Stagg St & Union Ave,947,384,379
Hope St & Union Ave,Union Ave & N 12 St,1539,384,398
Hope St & Union Ave,Wythe Ave & Metropolitan Ave,1124,384,324
Howard St & Centre St,Allen St & Hester St,1645,68,149
Howard St & Centre St,Barclay St & Church St,2858,68,199
Howard St & Centre St,Centre St & Chambers St,1931,68,171
Howard St & Centre St,Cleveland Pl & Spring St,2620,68,15
Howard St & Centre St,Fulton St & Broadway,1471,68,108
Howard St & Centre St,Grand St & Elizabeth St,1615,68,684
Howard St & Centre St,Great Jones St,3186,68,34
Howard St & Centre St,Howard St & Centre St,1605,68,68
Howard St & Centre St,Lafayette St & E 8 St,1833,68,82
Howard St & Centre St,Lafayette St & Jersey St,2627,68,49
Hoyt St & Warren St,Baltic St & 5 Ave,249,670,666
Hoyt St & Warren St,Bond St & Fulton St,275,670,494
Hoyt St & Warren St,Carroll St & Smith St,234,670,631
Hoyt St & Warren St,Clinton St & Union St,288,670,571
Hoyt St & Warren St,Dean St & 4 Ave,391,670,243
Hoyt St & Warren St,Douglass St & 3 Ave,610,670,669
Hoyt St & Warren St,Fulton St & Adams St,480,670,688
Hoyt St & Warren St,Hanson Pl & Ashland Pl,220,670,678
Hoyt St & Warren St,Hoyt St & Warren St,240,670,670
Hoyt St & Warren St,Union St & 4 Ave,217,670,584
Hs Don't Use,Essex Light Rail,2,483,1435
Hs Don't Use,Exchange Place,4,483,1412
Hs Don't Use,Grove St PATH,4,483,1415
Hs Don't Use,Hamilton Park,2,483,1429
Hs Don't Use,Morris Canal,3,483,1484
Hs Don't Use,Newport PATH,3,483,1428
Hs Don't Use,Newport Pkwy,3,483,1426
Hs Don't Use,WS Don't Use,2,483,721
Hs Don't Use,Warren St,2,483,1416
Hs Don't Use,York St,3,483,1691
Hudson St & Reade St,Barrow St & Hudson St,1690,12,7
Hudson St & Reade St,Centre St & Chambers St,1473,12,171
Hudson St & Reade St,Franklin St & W Broadway,1736,12,1
Hudson St & Reade St,Harrison St & Hudson St,2748,12,48
Hudson St & Reade St,Laight St & Hudson St,2394,12,47
Hudson St & Reade St,North Moore St & Greenwich St,1245,12,887
Hudson St & Reade St,South End Ave & Liberty St,2249,12,337
Hudson St & Reade St,Vesey Pl & River Terrace,2800,12,116
Hudson St & Reade St,Watts St & Greenwich St,1418,12,117
Hudson St & Reade St,West St & Chambers St,1805,12,206
Humboldt St & Varet St,Broadway & Whipple St,345,370,369
Humboldt St & Varet St,Bushwick Ave & Powers St,404,370,385
Humboldt St & Varet St,Graham Ave & Conselyea St,318,370,388
Humboldt St & Varet St,Graham Ave & Grand St,301,370,383
Humboldt St & Varet St,Humboldt St & Varet St,1407,370,370
Humboldt St & Varet St,Lefferts Pl & Franklin Ave,274,370,180
Humboldt St & Varet St,Montrose Ave & Bushwick Ave,1261,370,376
Humboldt St & Varet St,S 4 St & Wythe Ave,407,370,237
Humboldt St & Varet St,S 5 Pl & S 4 St,306,370,311
Humboldt St & Varet St,Scholes St & Manhattan Ave,497,370,378
Huron St & Franklin St,Berry St & N 8 St,2466,420,394
Huron St & Franklin St,India St & Manhattan Ave,1219,420,419
Huron St & Franklin St,Kent Ave & N 7 St,2688,420,339
Huron St & Franklin St,Meserole Ave & Manhattan Ave,1166,420,413
Huron St & Franklin St,Metropolitan Ave & Bedford Ave,1209,420,318
Huron St & Franklin St,Milton St & Franklin St,1168,420,416
Huron St & Franklin St,N 6 St & Bedford Ave,1100,420,395
Huron St & Franklin St,N 8 St & Driggs Ave,1145,420,392
Huron St & Franklin St,Vernon Blvd & 50 Ave,5108,420,423
Huron St & Franklin St,Wythe Ave & Metropolitan Ave,1735,420,324
India St & East River,Banker St & Meserole Ave,169,418,412
India St & East River,Franklin St & Dupont St,326,418,421
India St & East River,Greenpoint Ave & Manhattan Ave,208,418,417
India St & East River,Huron St & Franklin St,261,418,420
India St & East River,India St & Manhattan Ave,500,418,419
India St & East River,Kent Ave & N 7 St,158,418,339
India St & East River,McGuinness Blvd & Eagle St,309,418,422
India St & East River,Meserole Ave & Manhattan Ave,235,418,413
India St & East River,Milton St & Franklin St,359,418,416
India St & East River,Nassau Ave & Russell St,214,418,411
India St & Manhattan Ave,Bedford Ave & Nassau Ave,1507,419,410
India St & Manhattan Ave,Berry St & N 8 St,1218,419,394
India St & Manhattan Ave,Franklin St & Dupont St,1699,419,421
India St & Manhattan Ave,Huron St & Franklin St,1316,419,420
India St & Manhattan Ave,Kent Ave & N 7 St,1718,419,339
India St & Manhattan Ave,McGuinness Blvd & Eagle St,1405,419,422
India St & Manhattan Ave,Meserole Ave & Manhattan Ave,2041,419,413
India St & Manhattan Ave,Milton St & Franklin St,1158,419,416
India St & Manhattan Ave,N 8 St & Driggs Ave,1535,419,392
India St & Manhattan Ave,Vernon Blvd & 50 Ave,2597,419,423
India St & West St,Banker St & Meserole Ave,451,712,412
India St & West St,Franklin St & Dupont St,907,712,421
India St & West St,Greenpoint Ave & Manhattan Ave,583,712,417
India St & West St,Huron St & Franklin St,365,712,420
India St & West St,India St & Manhattan Ave,1145,712,419
India St & West St,Kent Ave & N 7 St,369,712,339
India St & West St,McGuinness Blvd & Eagle St,435,712,422
India St & West St,Meserole Ave & Manhattan Ave,740,712,413
India St & West St,Milton St & Franklin St,777,712,416
India St & West St,Nassau Ave & Russell St,471,712,411
"Industry City, Building 1 Basement",14 St & 5 Ave,6,508,569
"Industry City, Building 1 Basement",3 Ave & 14 St,45,508,574
"Industry City, Building 1 Basement",7 Ave & Park Pl,9,508,665
"Industry City, Building 1 Basement",Allen St & Hester St,13,508,149
"Industry City, Building 1 Basement",Carroll St & Bond St,10,508,627
"Industry City, Building 1 Basement",Douglass St & 3 Ave,7,508,669
"Industry City, Building 1 Basement",Douglass St & 4 Ave,12,508,668
"Industry City, Building 1 Basement",Madison St & Clinton St,10,508,128
"Industry City, Building 1 Basement",NYCBS Depot - GOW,44,508,682
"Industry City, Building 1 Basement",Norman Ave & Leonard St - 2,8,508,415
JSQ Don't Use,Brunswick St,1,484,1432
JSQ Don't Use,Dey St,3,484,1427
JSQ Don't Use,Leonard Gordon Park,2,484,1495
JSQ Don't Use,Newport PATH,1,484,1428
JSQ Don't Use,Warren St,1,484,1416
Jackson Ave & 46 Rd,44 Dr & Jackson Ave,499,425,430
Jackson Ave & 46 Rd,46 Ave & 5 St,1464,425,428
Jackson Ave & 46 Rd,48 Ave & 5 St,550,425,426
Jackson Ave & 46 Rd,Center Blvd & Borden Ave,537,425,424
Jackson Ave & 46 Rd,India St & Manhattan Ave,323,425,419
Jackson Ave & 46 Rd,Jackson Ave & 46 Rd,376,425,425
Jackson Ave & 46 Rd,Kent Ave & N 7 St,341,425,339
Jackson Ave & 46 Rd,McGuinness Blvd & Eagle St,381,425,422
Jackson Ave & 46 Rd,Queens Plaza North & Crescent St,832,425,433
Jackson Ave & 46 Rd,Vernon Blvd & 50 Ave,679,425,423
Jackson St & Leonard St,Greenpoint Ave & Manhattan Ave,161,700,417
Jackson St & Leonard St,Hope St & Union Ave,181,700,384
Jackson St & Leonard St,Jackson St & Leonard St,124,700,700
Jackson St & Leonard St,Kent Ave & N 7 St,130,700,339
Jackson St & Leonard St,Meserole Ave & Manhattan Ave,273,700,413
Jackson St & Leonard St,Metropolitan Ave & Bedford Ave,408,700,318
Jackson St & Leonard St,Milton St & Franklin St,127,700,416
Jackson St & Leonard St,N 6 St & Bedford Ave,186,700,395
Jackson St & Leonard St,N 8 St & Driggs Ave,176,700,392
Jackson St & Leonard St,Wythe Ave & Metropolitan Ave,177,700,324
Jay St & Tech Pl,Barclay St & Church St,1667,176,199
Jay St & Tech Pl,Centre St & Chambers St,2855,176,171
Jay St & Tech Pl,Clark St & Henry St,1746,176,175
Jay St & Tech Pl,Forsyth St & Canal St,1383,176,195
Jay St & Tech Pl,Front St & Washington St,705,176,322
Jay St & Tech Pl,Hanson Pl & Ashland Pl,1046,176,678
Jay St & Tech Pl,Jay St & Tech Pl,1082,176,176
Jay St & Tech Pl,Old Fulton St,934,176,29
Jay St & Tech Pl,Pearl St & Anchorage Pl,664,176,196
Jay St & Tech Pl,Pershing Square North,748,176,297
Jay St & York St,Cadman Plaza E & Red Cross Pl,445,895,110
Jay St & York St,Carlton Ave & Flushing Ave,1058,895,42
Jay St & York St,Clinton Ave & Flushing Ave,510,895,131
Jay St & York St,Division St & Bowery,478,895,85
Jay St & York St,Duffield St & Willoughby St,409,895,174
Jay St & York St,Flushing Ave & Vanderbilt Ave,1289,895,875
Jay St & York St,Forsyth St & Canal St,1069,895,195
Jay St & York St,Front St & Washington St,535,895,322
Jay St & York St,Old Fulton St,763,895,29
Jay St & York St,Washington Ave & Park Ave,643,895,103
John St & William St,Broadway & Battery Pl,1143,162,92
John St & William St,Front St & Maiden Ln,1545,162,139
John St & William St,Murray St & West St,1773,162,98
John St & William St,Pearl St & Hanover Square,2343,162,197
John St & William St,Peck Slip & Front St,1226,162,74
John St & William St,Reade St & Broadway,1510,162,120
John St & William St,South St & Gouverneur Ln,1324,162,105
John St & William St,St James Pl & Oliver St,1307,162,97
John St & William St,Vesey Pl & River Terrace,1062,162,116
John St & William St,Water - Whitehall Plaza,1286,162,315
Johnson St & Gold St,Bond St & Fulton St,716,61,494
Johnson St & Gold St,Court St & State St,986,61,652
Johnson St & Gold St,Forsyth St & Canal St,692,61,195
Johnson St & Gold St,Front St & Gold St,739,61,200
Johnson St & Gold St,Front St & Washington St,1460,61,322
Johnson St & Gold St,Fulton St & Adams St,1621,61,688
Johnson St & Gold St,Hanson Pl & Ashland Pl,1224,61,678
Johnson St & Gold St,Johnson St & Gold St,884,61,61
Johnson St & Gold St,Lawrence St & Willoughby St,1241,61,112
Johnson St & Gold St,York St & Jay St,943,61,209
Kane St & Clinton St,Bergen St & Smith St,1671,557,658
Kane St & Clinton St,Cadman Plaza West & Montague St,906,557,104
Kane St & Clinton St,Clinton St & Joralemon St,4399,557,10
Kane St & Clinton St,Clinton St & Tillary St,656,557,111
Kane St & Clinton St,Court St & State St,977,557,652
Kane St & Clinton St,Fulton St & Adams St,826,557,688
Kane St & Clinton St,Hicks St & Montague St,589,557,189
Kane St & Clinton St,Kane St & Clinton St,748,557,557
Kane St & Clinton St,Schermerhorn St & Court St,1106,557,505
Kane St & Clinton St,Warren St & Court St,522,557,547
Kent Ave & N 7 St,Banker St & Meserole Ave,3026,339,412
Kent Ave & N 7 St,Bedford Ave & Nassau Ave,3280,339,410
Kent Ave & N 7 St,Huron St & Franklin St,2681,339,420
Kent Ave & N 7 St,Kent Ave & N 7 St,3391,339,339
Kent Ave & N 7 St,Kent Ave & S 11 St,2113,339,77
Kent Ave & N 7 St,Milton St & Franklin St,6556,339,416
Kent Ave & N 7 St,N 12 St & Bedford Ave,2076,339,403
Kent Ave & N 7 St,N 6 St & Bedford Ave,4235,339,395
Kent Ave & N 7 St,N 8 St & Driggs Ave,2300,339,392
Kent Ave & N 7 St,S 4 St & Wythe Ave,2403,339,237
Kent Ave & S 11 St,Berry St & N 8 St,1368,77,394
Kent Ave & S 11 St,Broadway & Berry St,1081,77,173
Kent Ave & S 11 St,Broadway & Roebling St,3389,77,380
Kent Ave & S 11 St,Kent Ave & N 7 St,3207,77,339
Kent Ave & S 11 St,Kent Ave & S 11 St,1339,77,77
Kent Ave & S 11 St,Metropolitan Ave & Bedford Ave,1790,77,318
Kent Ave & S 11 St,Milton St & Franklin St,881,77,416
Kent Ave & S 11 St,N 6 St & Bedford Ave,3913,77,395
Kent Ave & S 11 St,S 4 St & Wythe Ave,1003,77,237
Kent Ave & S 11 St,Wythe Ave & Metropolitan Ave,1829,77,324
KentAve&N7 St,Banker St & Meserole Ave,49,407,412
KentAve&N7 St,Bedford Ave & Nassau Ave,56,407,410
KentAve&N7 St,Berry St & N 8 St,36,407,394
KentAve&N7 St,Greenpoint Ave & Manhattan Ave,28,407,417
KentAve&N7 St,KentAve&N7 St,51,407,407
KentAve&N7 St,Milton St & Franklin St,99,407,416
KentAve&N7 St,N 11 St & Wythe Ave,38,407,405
KentAve&N7 St,N 6 St & Bedford Ave,80,407,395
KentAve&N7 St,N 8 St & Driggs Ave,49,407,392
KentAve&N7 St,S 5 Pl & S 4 St,32,407,311
Kingston Ave & Herkimer St,Atlantic Ave & Fort Greene Pl,158,345,3
Kingston Ave & Herkimer St,E 39 St & 2 Ave,257,345,296
Kingston Ave & Herkimer St,Fulton St & Utica Ave,391,345,346
Kingston Ave & Herkimer St,Greene Ave & Throop Ave,315,345,356
Kingston Ave & Herkimer St,Kingston Ave & Herkimer St,836,345,345
Kingston Ave & Herkimer St,Lewis Ave & Madison St,191,345,354
Kingston Ave & Herkimer St,Macon St & Nostrand Ave,794,345,216
Kingston Ave & Herkimer St,Myrtle Ave & Lewis Ave,174,345,366
Kingston Ave & Herkimer St,Putnam Ave & Throop Ave,559,345,353
Kingston Ave & Herkimer St,Verona Pl & Fulton St,512,345,513
Kiosk in a box Deployment,14 St & 5 Ave,1,529,569
Kiosk in a box Deployment,Kiosk in a box Deployment,6,529,529
Kiosk in a box Motivate,Kiosk in a box Motivate,220,509,509
Kosciuszko St & Nostrand Ave,DeKalb Ave & Hudson Ave,357,358,113
Kosciuszko St & Nostrand Ave,DeKalb Ave & Skillman St,256,358,192
Kosciuszko St & Nostrand Ave,DeKalb Ave & Vanderbilt Ave,257,358,58
Kosciuszko St & Nostrand Ave,Greene Ave & Throop Ave,266,358,356
Kosciuszko St & Nostrand Ave,Kosciuszko St & Tompkins Ave,2302,358,359
Kosciuszko St & Nostrand Ave,Lafayette Ave & Classon Ave,220,358,152
Kosciuszko St & Nostrand Ave,Lewis Ave & Kosciuszko St,314,358,360
Kosciuszko St & Nostrand Ave,Macon St & Nostrand Ave,482,358,216
Kosciuszko St & Nostrand Ave,Monroe St & Tompkins Ave,241,358,504
Kosciuszko St & Nostrand Ave,Pulaski St & Marcus Garvey Blvd,293,358,361
Kosciuszko St & Tompkins Ave,Bond St & Fulton St,464,359,494
Kosciuszko St & Tompkins Ave,DeKalb Ave & Hudson Ave,690,359,113
Kosciuszko St & Tompkins Ave,DeKalb Ave & Vanderbilt Ave,322,359,58
Kosciuszko St & Tompkins Ave,Hanson Pl & Ashland Pl,435,359,678
Kosciuszko St & Tompkins Ave,Kosciuszko St & Nostrand Ave,1772,359,358
Kosciuszko St & Tompkins Ave,Kosciuszko St & Tompkins Ave,293,359,359
Kosciuszko St & Tompkins Ave,Macon St & Nostrand Ave,365,359,216
Kosciuszko St & Tompkins Ave,Metropolitan Ave & Meeker Ave,373,359,389
Kosciuszko St & Tompkins Ave,Myrtle Ave & Lewis Ave,623,359,366
Kosciuszko St & Tompkins Ave,Myrtle Ave & Marcy Ave,963,359,364
LPI Facility,W 24 St & 7 Ave,1,512,225
LPI Facility,W 38 St & 8 Ave,1,512,302
LaGuardia Pl & W 3 St,Broadway & E 14 St,2650,20,79
LaGuardia Pl & W 3 St,Cleveland Pl & Spring St,2119,20,15
LaGuardia Pl & W 3 St,E 12 St & 3 Ave,2575,20,260
LaGuardia Pl & W 3 St,E 7 St & Avenue A,1802,20,210
LaGuardia Pl & W 3 St,Greenwich Ave & 8 Ave,1714,20,78
LaGuardia Pl & W 3 St,Lafayette St & E 8 St,1726,20,82
LaGuardia Pl & W 3 St,Mott St & Prince St,1600,20,51
LaGuardia Pl & W 3 St,University Pl & E 14 St,5728,20,166
LaGuardia Pl & W 3 St,W 18 St & 6 Ave,1623,20,23
LaGuardia Pl & W 3 St,W 21 St & 6 Ave,1927,20,214
Lafayette Ave & Classon Ave,Bond St & Fulton St,693,152,494
Lafayette Ave & Classon Ave,DeKalb Ave & Hudson Ave,1718,152,113
Lafayette Ave & Classon Ave,Emerson Pl & Myrtle Ave,4046,152,142
