startstationname,endstationname,value,source,target
Central Park North & Adam Clayton Powell Blvd,Central Park North & Adam Clayton Powell Blvd,5527,624,624
Central Park North & Adam Clayton Powell Blvd,Central Park S & 6 Ave,6149,624,328
Central Park North & Adam Clayton Powell Blvd,Central Park W & W 96 St,2615,624,544
Central Park North & Adam Clayton Powell Blvd,Central Park West & W 100 St,2098,624,570
Central Park North & Adam Clayton Powell Blvd,Central Park West & W 68 St,2026,624,465
Central Park North & Adam Clayton Powell Blvd,Central Park West & W 72 St,5591,624,467
Central Park North & Adam Clayton Powell Blvd,Central Park West & W 76 St,2957,624,462
Central Park North & Adam Clayton Powell Blvd,Central Park West & W 85 St,4343,624,470
Central Park S & 6 Ave,5 Ave & E 73 St,11255,328,440
Central Park S & 6 Ave,5 Ave & E 78 St,11864,328,446
Central Park S & 6 Ave,5 Ave & E 88 St,16086,328,530
Central Park S & 6 Ave,Broadway & W 60 St,4434,328,277
Central Park S & 6 Ave,Central Park North & Adam Clayton Powell Blvd,8271,328,624
Central Park S & 6 Ave,Central Park S & 6 Ave,25190,328,328
Central Park S & 6 Ave,Central Park West & W 68 St,4550,328,465
Central Park S & 6 Ave,Central Park West & W 72 St,9538,328,467
Central Park S & 6 Ave,Central Park West & W 76 St,4631,328,462
Central Park S & 6 Ave,Central Park West & W 85 St,5182,328,470
Central Park W & W 96 St,5 Ave & E 73 St,1847,544,440
Central Park W & W 96 St,Broadway & W 58 St,1872,544,234
Central Park W & W 96 St,Broadway & W 60 St,2232,544,277
Central Park W & W 96 St,Central Park S & 6 Ave,3504,544,328
Central Park W & W 96 St,Central Park W & W 96 St,2930,544,544
Central Park W & W 96 St,Central Park West & W 72 St,2930,544,467
Central Park W & W 96 St,Central Park West & W 76 St,1749,544,462
Central Park W & W 96 St,Central Park West & W 85 St,1620,544,470
Central Park W & W 96 St,E 97 St & Madison Ave,1904,544,585
Central Park W & W 96 St,Grand Army Plaza & Central Park S,1869,544,76
Central Park West & W 100 St,5 Ave & E 103 St,1121,570,616
Central Park West & W 100 St,5 Ave & E 73 St,1083,570,440
Central Park West & W 100 St,Broadway & W 58 St,1036,570,234
Central Park West & W 100 St,Broadway & W 60 St,1612,570,277
Central Park West & W 100 St,Central Park S & 6 Ave,2434,570,328
Central Park West & W 100 St,Central Park West & W 100 St,1994,570,570
Central Park West & W 100 St,Central Park West & W 68 St,1062,570,465
Central Park West & W 100 St,Central Park West & W 72 St,2554,570,467
Central Park West & W 100 St,Central Park West & W 76 St,1510,570,462
Central Park West & W 100 St,Central Park West & W 85 St,1428,570,470
Central Park West & W 102 St,5 Ave & E 103 St,818,590,616
Central Park West & W 102 St,Broadway & W 58 St,571,590,234
Central Park West & W 102 St,Broadway & W 60 St,726,590,277
Central Park West & W 102 St,Central Park S & 6 Ave,1143,590,328
Central Park West & W 102 St,Central Park West & W 102 St,827,590,590
Central Park West & W 102 St,Central Park West & W 68 St,624,590,465
Central Park West & W 102 St,Central Park West & W 72 St,923,590,467
Central Park West & W 102 St,Central Park West & W 85 St,610,590,470
Central Park West & W 102 St,Columbus Ave & W 95 St,783,590,550
Central Park West & W 102 St,W 95 St & Broadway,766,590,563
Central Park West & W 68 St,5 Ave & E 73 St,3768,465,440
Central Park West & W 68 St,5 Ave & E 78 St,2886,465,446
Central Park West & W 68 St,5 Ave & E 88 St,3577,465,530
Central Park West & W 68 St,Broadway & W 60 St,2610,465,277
Central Park West & W 68 St,Central Park S & 6 Ave,5746,465,328
Central Park West & W 68 St,Central Park West & W 68 St,5963,465,465
Central Park West & W 68 St,Central Park West & W 72 St,3611,465,467
Central Park West & W 68 St,Central Park West & W 76 St,2973,465,462
Central Park West & W 68 St,Central Park West & W 85 St,3792,465,470
Central Park West & W 68 St,Grand Army Plaza & Central Park S,4911,465,76
Central Park West & W 72 St,5 Ave & E 73 St,7673,467,440
Central Park West & W 72 St,5 Ave & E 78 St,3924,467,446
Central Park West & W 72 St,5 Ave & E 88 St,4936,467,530
Central Park West & W 72 St,Broadway & W 58 St,3129,467,234
Central Park West & W 72 St,Broadway & W 60 St,4213,467,277
Central Park West & W 72 St,Central Park S & 6 Ave,8917,467,328
Central Park West & W 72 St,Central Park West & W 68 St,4206,467,465
Central Park West & W 72 St,Central Park West & W 72 St,9026,467,467
Central Park West & W 72 St,Central Park West & W 85 St,3515,467,470
Central Park West & W 72 St,Grand Army Plaza & Central Park S,6022,467,76
Central Park West & W 76 St,5 Ave & E 73 St,4161,462,440
Central Park West & W 76 St,5 Ave & E 78 St,2842,462,446
Central Park West & W 76 St,5 Ave & E 88 St,2711,462,530
Central Park West & W 76 St,Broadway & W 58 St,2483,462,234
Central Park West & W 76 St,Broadway & W 60 St,2729,462,277
Central Park West & W 76 St,Central Park S & 6 Ave,7104,462,328
Central Park West & W 76 St,Central Park West & W 72 St,2935,462,467
Central Park West & W 76 St,Central Park West & W 76 St,4589,462,462
Central Park West & W 76 St,Central Park West & W 85 St,1991,462,470
Central Park West & W 76 St,Grand Army Plaza & Central Park S,4159,462,76
Central Park West & W 85 St,5 Ave & E 73 St,4098,470,440
Central Park West & W 85 St,5 Ave & E 78 St,2217,470,446
Central Park West & W 85 St,5 Ave & E 88 St,2028,470,530
Central Park West & W 85 St,Broadway & W 58 St,3022,470,234
Central Park West & W 85 St,Broadway & W 60 St,3882,470,277
Central Park West & W 85 St,Central Park S & 6 Ave,7966,470,328
Central Park West & W 85 St,Central Park West & W 68 St,2871,470,465
Central Park West & W 85 St,Central Park West & W 72 St,4191,470,467
Central Park West & W 85 St,Central Park West & W 85 St,5790,470,470
Central Park West & W 85 St,Grand Army Plaza & Central Park S,4736,470,76
Centre St & Chambers St,Barclay St & Church St,3178,171,199
Centre St & Chambers St,Cadman Plaza E & Red Cross Pl,4282,171,110
Centre St & Chambers St,Cadman Plaza E & Tillary St,9693,171,35
Centre St & Chambers St,Centre St & Chambers St,14068,171,171
Centre St & Chambers St,Cleveland Pl & Spring St,3832,171,15
Centre St & Chambers St,Clinton St & Tillary St,4682,171,111
Centre St & Chambers St,Jay St & Tech Pl,5237,171,176
Centre St & Chambers St,Murray St & West St,3830,171,98
Centre St & Chambers St,Old Fulton St,3353,171,29
Centre St & Chambers St,West St & Chambers St,4778,171,206
Centre St & Worth St,Barclay St & Church St,2131,170,199
Centre St & Worth St,Broadway & Battery Pl,1055,170,92
Centre St & Worth St,Cadman Plaza E & Tillary St,1329,170,35
Centre St & Worth St,Centre St & Chambers St,2727,170,171
Centre St & Worth St,Centre St & Worth St,1517,170,170
Centre St & Worth St,Cleveland Pl & Spring St,2010,170,15
Centre St & Worth St,Fulton St & Broadway,1111,170,108
Centre St & Worth St,Hudson St & Reade St,1380,170,12
Centre St & Worth St,Liberty St & Broadway,1082,170,26
Centre St & Worth St,Pershing Square North,1240,170,297
Cherry St,Canal St & Rutgers St,1952,122,96
Cherry St,Cherry St,2309,122,122
Cherry St,E 10 St & Avenue A,777,122,224
Cherry St,FDR Drive & E 35 St,1785,122,279
Cherry St,Front St & Maiden Ln,952,122,139
Cherry St,Norfolk St & Broome St,1487,122,100
Cherry St,Old Slip & Front St,964,122,126
Cherry St,Peck Slip & Front St,1654,122,74
Cherry St,South St & Gouverneur Ln,2057,122,105
Cherry St,South St & Whitehall St,1253,122,59
Christopher St & Greenwich St,Carmine St & 6 Ave,3955,146,156
Christopher St & Greenwich St,Christopher St & Greenwich St,3254,146,146
Christopher St & Greenwich St,Greenwich Ave & 8 Ave,4317,146,78
Christopher St & Greenwich St,Greenwich St & W Houston St,3814,146,135
Christopher St & Greenwich St,Vesey Pl & River Terrace,4154,146,116
Christopher St & Greenwich St,W 13 St & Hudson St,3307,146,489
Christopher St & Greenwich St,W 20 St & 11 Ave,4147,146,236
Christopher St & Greenwich St,Washington St & Gansevoort St,5005,146,188
Christopher St & Greenwich St,Watts St & Greenwich St,4264,146,117
Christopher St & Greenwich St,West St & Chambers St,7423,146,206
Clark St & Henry St,Atlantic Ave & Furman St,1692,175,182
Clark St & Henry St,Cadman Plaza West & Montague St,2413,175,104
Clark St & Henry St,Court St & State St,2191,175,652
Clark St & Henry St,Front St & Washington St,2608,175,322
Clark St & Henry St,Henry St & Atlantic Ave,6057,175,18
Clark St & Henry St,Henry St & Degraw St,1783,175,564
Clark St & Henry St,Hicks St & Montague St,5412,175,189
Clark St & Henry St,Jay St & Tech Pl,2331,175,176
Clark St & Henry St,Old Fulton St,3502,175,29
Clark St & Henry St,Pearl St & Anchorage Pl,1398,175,196
Classon Ave & St Marks Ave,Atlantic Ave & Fort Greene Pl,238,798,3
Classon Ave & St Marks Ave,Bergen St & Flatbush Ave,401,798,663
Classon Ave & St Marks Ave,Bergen St & Smith St,195,798,658
Classon Ave & St Marks Ave,Bergen St & Vanderbilt Ave,255,798,794
Classon Ave & St Marks Ave,Dean St & 4 Ave,200,798,243
Classon Ave & St Marks Ave,Eastern Pkwy & Franklin Ave,683,798,820
Classon Ave & St Marks Ave,Lafayette Ave & Classon Ave,356,798,152
Classon Ave & St Marks Ave,Lefferts Pl & Franklin Ave,537,798,180
Classon Ave & St Marks Ave,Park Pl & Vanderbilt Ave,517,798,812
Classon Ave & St Marks Ave,Sterling Pl & 7 Ave,237,798,886
Clermont Ave & Lafayette Ave,Adelphi St & Myrtle Ave,435,202,69
Clermont Ave & Lafayette Ave,Bond St & Fulton St,451,202,494
Clermont Ave & Lafayette Ave,Clermont Ave & Park Ave,567,202,203
Clermont Ave & Lafayette Ave,Clinton Ave & Myrtle Ave,453,202,154
Clermont Ave & Lafayette Ave,DeKalb Ave & Hudson Ave,1618,202,113
Clermont Ave & Lafayette Ave,Front St & Washington St,461,202,322
Clermont Ave & Lafayette Ave,Fulton St & Rockwell Pl,788,202,43
Clermont Ave & Lafayette Ave,Hanson Pl & Ashland Pl,2133,202,678
Clermont Ave & Lafayette Ave,Hanson Pl & St Felix St,552,202,487
Clermont Ave & Lafayette Ave,Lafayette Ave & Fort Greene Pl,486,202,70
Clermont Ave & Park Ave,Clermont Ave & Lafayette Ave,501,203,202
Clermont Ave & Park Ave,Clermont Ave & Park Ave,527,203,203
Clermont Ave & Park Ave,DeKalb Ave & Hudson Ave,1747,203,113
Clermont Ave & Park Ave,Duffield St & Willoughby St,364,203,174
Clermont Ave & Park Ave,Forsyth St & Canal St,540,203,195
Clermont Ave & Park Ave,Fulton St & Rockwell Pl,757,203,43
Clermont Ave & Park Ave,Lawrence St & Willoughby St,476,203,112
Clermont Ave & Park Ave,Washington Ave & Park Ave,307,203,103
Clermont Ave & Park Ave,Willoughby St & Fleet St,2276,203,40
Clermont Ave & Park Ave,York St & Jay St,562,203,209
Cleveland Pl & Spring St,Allen St & Rivington St,2952,15,185
Cleveland Pl & Spring St,Bayard St & Baxter St,2802,15,143
Cleveland Pl & Spring St,Broadway & E 14 St,3648,15,79
Cleveland Pl & Spring St,Cleveland Pl & Spring St,3632,15,15
Cleveland Pl & Spring St,E 17 St & Broadway,4105,15,275
Cleveland Pl & Spring St,Forsyth St & Broome St,3019,15,310
Cleveland Pl & Spring St,Great Jones St,5738,15,34
Cleveland Pl & Spring St,Lafayette St & E 8 St,5353,15,82
Cleveland Pl & Spring St,Lafayette St & Jersey St,2806,15,49
Cleveland Pl & Spring St,MacDougal St & Prince St,4577,15,8
Cliff St & Fulton St,Barclay St & Church St,990,94,199
Cliff St & Fulton St,Broadway & Battery Pl,829,94,92
Cliff St & Fulton St,Catherine St & Monroe St,833,94,330
Cliff St & Fulton St,Centre St & Chambers St,1132,94,171
Cliff St & Fulton St,Cleveland Pl & Spring St,1142,94,15
Cliff St & Fulton St,Cliff St & Fulton St,1578,94,94
Cliff St & Fulton St,Fulton St & Broadway,2066,94,108
Cliff St & Fulton St,Pearl St & Hanover Square,1565,94,197
Cliff St & Fulton St,Peck Slip & Front St,1583,94,74
Cliff St & Fulton St,St James Pl & Oliver St,1241,94,97
Cliff St & Fulton St_1,Centre St & Chambers St,367,95,171
Cliff St & Fulton St_1,Cliff St & Fulton St_1,407,95,95
Cliff St & Fulton St_1,Fulton St & Broadway,670,95,108
Cliff St & Fulton St_1,Murray St & West St,290,95,98
Cliff St & Fulton St_1,Pearl St & Hanover Square,476,95,197
Cliff St & Fulton St_1,Peck Slip & Front St,258,95,74
Cliff St & Fulton St_1,South End Ave & Liberty St,267,95,337
Cliff St & Fulton St_1,South St & Gouverneur Ln,255,95,105
Cliff St & Fulton St_1,St James Pl & Oliver St,354,95,97
Cliff St & Fulton St_1,Water - Whitehall Plaza,238,95,315
Clinton Ave & Flushing Ave,Cadman Plaza E & Red Cross Pl,890,131,110
Clinton Ave & Flushing Ave,Clinton Ave & Flushing Ave,562,131,131
Clinton Ave & Flushing Ave,Front St & Gold St,710,131,200
Clinton Ave & Flushing Ave,Front St & Washington St,893,131,322
Clinton Ave & Flushing Ave,Jay St & York St,660,131,895
Clinton Ave & Flushing Ave,Kent Ave & N 7 St,577,131,339
Clinton Ave & Flushing Ave,Old Fulton St,1135,131,29
Clinton Ave & Flushing Ave,Pearl St & Anchorage Pl,910,131,196
Clinton Ave & Flushing Ave,Willoughby St & Fleet St,638,131,40
Clinton Ave & Flushing Ave,York St & Jay St,2491,131,209
Clinton Ave & Myrtle Ave,Clinton Ave & Myrtle Ave,782,154,154
Clinton Ave & Myrtle Ave,DeKalb Ave & Hudson Ave,4366,154,113
Clinton Ave & Myrtle Ave,DeKalb Ave & Vanderbilt Ave,778,154,58
Clinton Ave & Myrtle Ave,Duffield St & Willoughby St,1678,154,174
Clinton Ave & Myrtle Ave,Emerson Pl & Myrtle Ave,777,154,142
Clinton Ave & Myrtle Ave,Fulton St & Rockwell Pl,1911,154,43
Clinton Ave & Myrtle Ave,Fulton St & Washington Ave,800,154,168
Clinton Ave & Myrtle Ave,Hanson Pl & Ashland Pl,1077,154,678
Clinton Ave & Myrtle Ave,Lawrence St & Willoughby St,3011,154,112
Clinton Ave & Myrtle Ave,Willoughby St & Fleet St,7145,154,40
Clinton St & 4 Place,Atlantic Ave & Furman St,450,646,182
Clinton St & 4 Place,Bergen St & Smith St,645,646,658
Clinton St & 4 Place,Carroll St & Smith St,621,646,631
Clinton St & 4 Place,Clinton St & 4 Place,598,646,646
Clinton St & 4 Place,Clinton St & Joralemon St,1739,646,10
Clinton St & 4 Place,Clinton St & Union St,787,646,571
Clinton St & 4 Place,Congress St & Clinton St,1084,646,657
Clinton St & 4 Place,Court St & State St,1002,646,652
Clinton St & 4 Place,Henry St & Atlantic Ave,595,646,18
Clinton St & 4 Place,Smith St & 3 St,689,646,633
Clinton St & Centre St,39 St & 2 Ave - Citi Bike HQ at Industry City,136,576,718
Clinton St & Centre St,Clinton St & Centre St,219,576,576
Clinton St & Centre St,Clinton St & Joralemon St,184,576,10
Clinton St & Centre St,Coffey St & Conover St,140,576,597
Clinton St & Centre St,Columbia St & Lorraine St,166,576,583
Clinton St & Centre St,Sigourney St & Columbia St,148,576,601
Clinton St & Centre St,Smith St & 3 St,261,576,633
Clinton St & Centre St,Smith St & 9 St,279,576,648
Clinton St & Centre St,Van Brunt St & Wolcott St,181,576,596
Clinton St & Centre St,Wolcott St & Dwight St,202,576,589
Clinton St & Grand St,Canal St & Rutgers St,2341,138,96
Clinton St & Grand St,Clinton St & Grand St,2061,138,138
Clinton St & Grand St,Columbia St & Rivington St,1605,138,130
Clinton St & Grand St,Division St & Bowery,1448,138,85
Clinton St & Grand St,Forsyth St & Broome St,1890,138,310
Clinton St & Grand St,Grand St & Elizabeth St,1312,138,684
Clinton St & Grand St,Henry St & Grand St,4064,138,280
Clinton St & Grand St,Madison St & Clinton St,1808,138,128
Clinton St & Grand St,Madison St & Montgomery St,1678,138,81
Clinton St & Grand St,Pike St & E Broadway,1656,138,84
Clinton St & Joralemon St,Atlantic Ave & Furman St,1364,10,182
Clinton St & Joralemon St,Clark St & Henry St,1434,10,175
Clinton St & Joralemon St,Columbia St & Kane St,1632,10,560
Clinton St & Joralemon St,Congress St & Clinton St,1373,10,657
Clinton St & Joralemon St,Front St & Washington St,1625,10,322
Clinton St & Joralemon St,Henry St & Atlantic Ave,2692,10,18
Clinton St & Joralemon St,Henry St & Degraw St,4388,10,564
Clinton St & Joralemon St,Hicks St & Montague St,1436,10,189
Clinton St & Joralemon St,Kane St & Clinton St,1866,10,557
Clinton St & Joralemon St,President St & Henry St,1137,10,637
Clinton St & Tillary St,Cadman Plaza E & Red Cross Pl,1135,111,110
Clinton St & Tillary St,Cadman Plaza West & Montague St,1027,111,104
Clinton St & Tillary St,Centre St & Chambers St,3749,111,171
Clinton St & Tillary St,Clark St & Henry St,1053,111,175
Clinton St & Tillary St,Clinton St & Tillary St,946,111,111
Clinton St & Tillary St,Columbia Heights & Cranberry St,759,111,28
Clinton St & Tillary St,Court St & State St,695,111,652
Clinton St & Tillary St,Front St & Washington St,1336,111,322
Clinton St & Tillary St,Henry St & Atlantic Ave,670,111,18
Clinton St & Tillary St,Old Fulton St,1922,111,29
Clinton St & Union St,Atlantic Ave & Furman St,537,571,182
Clinton St & Union St,Bergen St & Smith St,642,571,658
Clinton St & Union St,Cadman Plaza West & Montague St,920,571,104
Clinton St & Union St,Carroll St & Smith St,1200,571,631
Clinton St & Union St,Clinton St & Joralemon St,3196,571,10
Clinton St & Union St,Congress St & Clinton St,1052,571,657
Clinton St & Union St,Court St & State St,878,571,652
Clinton St & Union St,Fulton St & Adams St,493,571,688
Clinton St & Union St,Henry St & Atlantic Ave,488,571,18
Clinton St & Union St,Schermerhorn St & Court St,601,571,505
Coffey St & Conover St,Atlantic Ave & Furman St,405,597,182
Coffey St & Conover St,Carroll St & Smith St,263,597,631
Coffey St & Conover St,Clinton St & Joralemon St,470,597,10
Coffey St & Conover St,Coffey St & Conover St,333,597,597
Coffey St & Conover St,Columbia St & Degraw St,269,597,671
Coffey St & Conover St,Congress St & Clinton St,303,597,657
Coffey St & Conover St,Court St & State St,378,597,652
Coffey St & Conover St,Old Fulton St,413,597,29
Coffey St & Conover St,Pioneer St & Van Brunt St,441,597,593
Coffey St & Conover St,Smith St & 9 St,659,597,648
Columbia Heights & Cranberry St,Atlantic Ave & Furman St,733,28,182
Columbia Heights & Cranberry St,Brooklyn Bridge Park - Pier 2,762,28,481
Columbia Heights & Cranberry St,Cadman Plaza West & Montague St,542,28,104
Columbia Heights & Cranberry St,Centre St & Chambers St,1063,28,171
Columbia Heights & Cranberry St,Clark St & Henry St,1004,28,175
Columbia Heights & Cranberry St,Columbia Heights & Cranberry St,1106,28,28
Columbia Heights & Cranberry St,Front St & Washington St,1114,28,322
Columbia Heights & Cranberry St,Henry St & Atlantic Ave,776,28,18
Columbia Heights & Cranberry St,Hicks St & Montague St,1613,28,189
Columbia Heights & Cranberry St,Old Fulton St,1924,28,29
Columbia St & Degraw St,Atlantic Ave & Furman St,2426,671,182
Columbia St & Degraw St,Bergen St & Smith St,1010,671,658
Columbia St & Degraw St,Brooklyn Bridge Park - Pier 2,675,671,481
Columbia St & Degraw St,Carroll St & Smith St,865,671,631
Columbia St & Degraw St,Clinton St & Joralemon St,1191,671,10
Columbia St & Degraw St,Columbia St & Degraw St,866,671,671
Columbia St & Degraw St,Congress St & Clinton St,803,671,657
Columbia St & Degraw St,Front St & Washington St,533,671,322
Columbia St & Degraw St,Old Fulton St,2164,671,29
Columbia St & Degraw St,Schermerhorn St & Court St,545,671,505
Columbia St & Kane St,Atlantic Ave & Furman St,1640,560,182
Columbia St & Kane St,Bergen St & Smith St,2011,560,658
Columbia St & Kane St,Clinton St & Joralemon St,1242,560,10
Columbia St & Kane St,Columbia St & Kane St,648,560,560
Columbia St & Kane St,Commerce St & Van Brunt St,544,560,641
Columbia St & Kane St,Court St & State St,504,560,652
Columbia St & Kane St,Old Fulton St,1677,560,29
Columbia St & Kane St,Pearl St & Anchorage Pl,723,560,196
Columbia St & Kane St,Schermerhorn St & Court St,501,560,505
Columbia St & Kane St,Warren St & Court St,568,560,547
Columbia St & Lorraine St,Clinton St & Centre St,173,583,576
Columbia St & Lorraine St,Clinton St & Joralemon St,81,583,10
Columbia St & Lorraine St,Coffey St & Conover St,122,583,597
Columbia St & Lorraine St,Columbia St & Lorraine St,252,583,583
Columbia St & Lorraine St,Columbia St & W 9 St,97,583,643
Columbia St & Lorraine St,Pioneer St & Richards St,78,583,591
Columbia St & Lorraine St,Reed St & Van Brunt St,87,583,602
Columbia St & Lorraine St,Smith St & 9 St,347,583,648
Columbia St & Lorraine St,Van Brunt St & Wolcott St,132,583,596
Columbia St & Lorraine St,Wolcott St & Dwight St,58,583,589
Columbia St & Rivington St,Canal St & Rutgers St,1499,130,96
Columbia St & Rivington St,Clinton St & Grand St,1022,130,138
Columbia St & Rivington St,Columbia St & Rivington St,2522,130,130
Columbia St & Rivington St,Division St & Bowery,1615,130,85
Columbia St & Rivington St,Forsyth St & Broome St,2518,130,310
Columbia St & Rivington St,Forsyth St & Canal St,1020,130,195
Columbia St & Rivington St,Grand St & Elizabeth St,1682,130,684
Columbia St & Rivington St,Norfolk St & Broome St,2053,130,100
